ID,Titulo,Descripcion Simple,Informacion,Evaluaciones,Tipo,Precio,URL,Limpieza,Veracidad,Llegada,Comunicacion,Ubicacion,Calidad,Servicios,Localizacion
2782350017963565696,TORRE BENIPARK 14,"Alojamiento entero: piso en Benidorm, España",5 viajeros ·  · 3 dormitorios ·  · 4 camas ·  · 3 baños,50 evaluaciones,A pie de playa,94 € ,https://www.airbnb.es/rooms/38805118?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=893195173&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967163_teVhAr3z6gBUVC6%2B&previous_page_section_name=1000,"Limpieza4,6","Veracidad4,9","Llegada4,6","Comunicación4,6","Ubicación5,0","Calidad4,8","Vistas a la bahíaVistas al perfil urbanoAcceso a la playa, primera líneaCocinaWifiAparcamiento gratuito en la callePiscina De uso compartidoAdmite mascotasNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 42 servicios","Benidorm, Comunidad Valenciana, EspañaVistas impresionanteMostrar más"
6760727145822935235,Maravilloso piso de primera linea,"Alojamiento entero: piso en Cullera, España",5 viajeros ·  · 3 dormitorios ·  · 4 camas ·  · 1 baño,92 evaluaciones,A pie de playa,70 € ,https://www.airbnb.es/rooms/18303349?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=322034158&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967122_ip64YwolisQcZUk4&previous_page_section_name=1000,"Limpieza4,5","Veracidad4,9","Llegada4,9","Comunicación5,0","Ubicación5,0","Calidad4,7","Vistas a la bahíaAcceso a la playa, primera líneaCocinaWifiZona para trabajarAdmite mascotasTelevisión con televisión por cable estándarAscensorNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 35 servicios","Cullera, Comunidad Valenciana, España"
-6833671727856221311,LA PLAYA/Garaje/Terraza/sábanas y toallas,"Alojamiento entero: apto. residencial en Hendaye, Francia",4 viajeros ·  · 1 dormitorio ·  · 2 camas ·  · 1 baño,61 evaluaciones,A pie de playa,98 € ,https://www.airbnb.es/rooms/622293821416967520?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=215377625&search_mode=flex_destinations_search&check_in=2024-04-01&check_out=2024-04-06&source_impression_id=p3_1710967159_vAO%2FnEL2CVVpmp23&previous_page_section_name=1000,"Limpieza4,9","Veracidad4,9","Llegada4,9","Comunicación5,0","Ubicación4,9","Calidad4,6","Vistas al patioAcceso a la playa, primera línea (Público o compartido)CocinaWifiZona para trabajarAparcamiento gratuito en la calleAdmite mascotasTelevisión de alta definición de 32""AscensorPatio o balcón (privada)Mostrar los 67 servicios","Hendaye, Nouvelle-Aquitaine, FranciaEn el bajo del inmueble encontrarán comercios, tiendas de souvenirs, escuelas de surf, alquiler de bicis y restaurantes. Para los enamorados de las bicis, una pista  pasa delante de su apartamento. España en barca en 10´. Un modo de vida todo a pie. Ideal para pasar unas vacaciones en la playa en familia o entre amigos.Mostrar más"
-1209034396591734279,"Encantador estudio, Planta baja, centro de la ciudad, 2 bicicletas","Alojamiento entero: piso en Hendaye, Francia",2 viajeros ·  · Estudio ·  · 1 cama ·  · 1 baño,36 evaluaciones,A pie de playa,60 € ,https://www.airbnb.es/rooms/33417328?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=713155855&search_mode=flex_destinations_search&check_in=2024-09-07&check_out=2024-09-14&source_impression_id=p3_1710967161_sRAG%2BpXMYHyBgTCu&previous_page_section_name=1000,"Limpieza4,9","Veracidad4,8","Llegada5,0","Comunicación4,9","Ubicación4,8","Calidad4,8","Acceso a la playa, primera línea (Público o compartido)CocinaZona para trabajarAparcamiento gratuito en la calleTelevisión de alta definiciónLavadora (en el alojamiento)Secador de peloFrigoríficoMicroondasNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoMostrar los 39 servicios","Hendaye, Nouvelle-Aquitaine, FranciaLanzadera marítima para llegar en 10 minutos por el lado español a Fontarrabie para degustar las famosas tapas.Sitios turísticos con automóvil:St Sébastien: 20 minutosBilbao/Museo Guggenheim: 1:20Biarritz : 35 minSt Jean de Luz : 15 minBayona: 40 minEspelette: 45 minSt Jean Pied de Port: 1:15Numerosas posibilidades de senderismo en la montaña, entre ellas:- Jaizkibel: 20 min- La Rhune/ Tren turístico: 35 min- Montaña/Bosque de Iraty: 1:50Mostrar más"
-3111304073095537274,Apartamentos en la playa de Gerona Levante,"Alojamiento entero: piso en Benidorm, España",5 viajeros ·  · 2 dormitorios ·  · 3 camas ·  · 0 baños,6 evaluaciones,A pie de playa,78 € ,https://www.airbnb.es/rooms/853703419912678311?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1612878314&search_mode=flex_destinations_search&check_in=2024-04-07&check_out=2024-04-12&source_impression_id=p3_1710967165_EsBkPFYXJnFODDMk&previous_page_section_name=1000,"Limpieza4,7","Veracidad4,5","Llegada4,8","Comunicación4,8","Ubicación4,7","Calidad4,7",CocinaWifiAparcamiento gratuito en las instalacionesTVAscensorLavadoraAire acondicionadoCunaNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 26 servicios,"Benidorm, Comunidad Valenciana, España"
563696527355577656,Sol Y mar,"Alojamiento entero: piso en Altea, España",4 viajeros ·  · 2 dormitorios ·  · 3 camas ·  · 1 baño,370 evaluaciones,A pie de playa,,https://www.airbnb.es/rooms/50275308?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1466666189&search_mode=flex_destinations_search&check_in=2024-03-22&check_out=2024-03-27&source_impression_id=p3_1710967167_aQbS74Yf%2BrIeL0of&previous_page_section_name=1000,"Limpieza4,6","Veracidad4,4","Llegada4,5","Comunicación4,6","Ubicación4,8","Calidad4,1",Vistas al marCocinaWifiPiscinaTVAscensorLavadoraAire acondicionadoNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 19 servicios,"Altea, Comunidad Valenciana, España"
-7401014029552008313,Amaina by FeelFree Rentals,"Alojamiento entero: piso en Donostia, España",5 viajeros ·  · 3 dormitorios ·  · 5 camas ·  · 2 baños,24 evaluaciones,A pie de playa,450 € ,https://www.airbnb.es/rooms/699832026186695269?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1486434030&search_mode=flex_destinations_search&check_in=2024-05-05&check_out=2024-05-10&source_impression_id=p3_1710967142_Ltmac4SlPgW8S%2Fx7&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada4,4","Comunicación4,9","Ubicación4,9","Calidad4,8",Acceso a la playa (Público o compartido)CocinaWifiTVAscensorLavadoraAire acondicionadoPatio o balcón (privada)Cuna: disponible previa solicitudTrona: disponible previa solicitudMostrar los 44 servicios,"Donostia, Euskadi, EspañaAmaina se encuentra en el centro de San Sebastián, con todos los servicios y comercios que puedas necesitar durante tus vacaciones a un paso del apartamento.A 1 minuto andando se encuentra la playa de La Concha, donde podrás empezar las mañanas tomando un café en alguno de los cafés de la bahía con vistas al mar. Desde allí puedes disfrutar de un paseo junto al mar con vistas a la isla Santa Clara, darte un baño en la playa, visitar el Palacio de Miramar o el icónico balneario La Perla. En dirección hacia el río Urumea, se encuentra la principal zona de tiendas y boutiques de lujo, el Teatro Victoria Eugenia o la Catedral del Buen Pastor. Muy cerca se encuentra la Parte Vieja, donde paseando por sus calles encontrarás el puerto, el Aquarium de San Sebastián y la mayor concentración de restaurantes y bares de pintxos de la ciudad. El centro está perfectamente conectado con todas las atracciones turísticas a través de distintas líneas de autobús y paradas de taxi, convirtiéndolo en una opción ideal para disfrutar de una escapada a San Sebastián en cualquier época del año.Mostrar más"
5973425317592919589,Apartamento junto a playa con amplia terraza.,"Alojamiento entero: piso en Bakio, España",6 viajeros ·  · 3 dormitorios ·  · 4 camas ·  · 2 baños,24 evaluaciones,A pie de playa,177 € ,https://www.airbnb.es/rooms/836887996191581001?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1606759063&search_mode=flex_destinations_search&check_in=2024-10-01&check_out=2024-10-06&source_impression_id=p3_1710967142_H6%2FuipywGTAar48l&previous_page_section_name=1000,"Limpieza5,0","Veracidad4,9","Llegada5,0","Comunicación5,0","Ubicación4,9","Calidad5,0","Acceso a la playa, primera línea (Público o compartido)CocinaWifiAparcamiento gratuito en las instalacionesTVAscensorLavadora en el alojamiento (Gratis)SecadoraNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 27 servicios","Bakio, Euskadi, EspañaEl apartamento está situado al lado de la playa, frente a una tranquila plaza desde donde se puede coger el autobús a Bilbao o a San Juan de Gaztelugatze y Bermeo. El supermercado está a 100 mtrs y en el bajo del edificio también encontrarás una heladería-pizzería take-away así como una tienda de surf que ofrece cursillos y actividades en el mar (surf-paddle..).Durante los meses de verano también encontrarás abierta en la misma plaza la Oficina de Turismo.A 10 minutos andando podrás encontrar la bodega de txakolí Gorrondona donde degustar nuestro txakolí con D.O.Desde el apartamento puedes acceder a una zona peatonal de bares y restaurantes.Mostrar más"
1792797188310377443,"Frente al mar, apartamento con vistas únicas de 110 m2","Alojamiento entero: piso en Biarritz, Francia",6 viajeros ·  · 2 dormitorios ·  · 4 camas ·  · 1 baño,38 evaluaciones,A pie de playa,320 € ,https://www.airbnb.es/rooms/612859061050760605?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1404387992&search_mode=flex_destinations_search&check_in=2024-04-12&check_out=2024-04-17&source_impression_id=p3_1710967122_ijmdjjtcIh98t4Zl&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación5,0","Calidad4,8","Vistas a la bahíaVistas al marAcceso a la playa, primera línea (Público o compartido)CocinaWifiZona para trabajarAparcamiento gratuito en las instalacionesTelevisión de alta definición de 45"" con Disney+Lavadora en el alojamiento (Gratis)No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoMostrar los 60 servicios","Biarritz, Nouvelle-Aquitaine, Francia"
4401467016848182486,Zurriola Beach Atic,"Alojamiento entero: piso en San Sebastián, España",4 viajeros ·  · 2 dormitorios ·  · 3 camas ·  · 2 baños,219 evaluaciones,A pie de playa,425 € ,https://www.airbnb.es/rooms/16609716?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=971596161&search_mode=flex_destinations_search&check_in=2024-07-15&check_out=2024-07-20&source_impression_id=p3_1710967122_VoW9nFofGrxXv%2BUd&previous_page_section_name=1000,"Limpieza4,9","Veracidad5,0","Llegada4,9","Comunicación5,0","Ubicación5,0","Calidad4,8","Vistas al marVistas al marAcceso a la playa, primera líneaCocinaWifiZona para trabajarAdmite mascotasTVNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 53 servicios","San Sebastián, PV, EspañaLo mejor del barrio de Gros es que a pesar de no ser el centro . Esta cerca de todo.tiene a 2 minutos la playa y un gran parque en plaza Cataluña .Justo debajo de casa esta la famosa escuela de Surf Pukas .Mostrar más"
-5974539634920910057,Piso en Zarauz centro a 100m de la playa,"Alojamiento entero: piso en Zarautz, España",3 viajeros ·  · 2 dormitorios ·  · 2 camas ·  · 1 baño,17 evaluaciones,A pie de playa,170 € ,https://www.airbnb.es/rooms/845673626014816853?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1609667949&search_mode=flex_destinations_search&check_in=2024-04-02&check_out=2024-04-07&source_impression_id=p3_1710967142_dQcOnveo09vFmO4f&previous_page_section_name=1000,"Limpieza4,7","Veracidad4,9","Llegada4,9","Comunicación5,0","Ubicación4,9","Calidad4,7","Vistas al perfil urbanoVistas a la montañaAcceso a la playaCocinaWifiZona para trabajarTelevisor de 55""LavadoraNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 45 servicios","Zarautz, Euskadi, EspañaCasco viejo peatonalMostrar más"
2125897053357527953,VRD...Playa Malvarrosa - jardín privado,"Habitación en Valencia, España",1 cama individual grande ·  · Baño compartido,64 evaluaciones,A pie de playa,49 € ,https://www.airbnb.es/rooms/2020562?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1410880364&search_mode=flex_destinations_search&check_in=2024-04-24&check_out=2024-04-29&source_impression_id=p3_1710967156_%2Bs3AtPYEemSLoNGW&previous_page_section_name=1000,"Limpieza4,9","Veracidad4,8","Llegada4,9","Comunicación4,9","Ubicación4,8","Calidad4,8","Acceso a la playa, primera líneaCocinaWifiZona para trabajarAparcamiento gratuito en las instalacionesLavadoraSecadoraNo disponible: Cerradura en la puerta del dormitorioCerradura en la puerta del dormitorioNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 49 servicios","Valencia, Comunidad Valenciana, EspañaEstamos en primera línea de playa Malvarrosa, en el barrio hay todo tipo de comercios, bares, restaurantes y 2 supermercados,  estacion de bus en la misma calle y tranvía a 5 minutos caminando....a 10 minutos caminando hay un GYM con piscina climatizada.Mostrar más"
2233799054275394200,Magnífico apartamento cruzando primera linea de playa,"Alojamiento entero: apto. residencial en Hendaye, Francia",4 viajeros ·  · 1 dormitorio ·  · 3 camas ·  · 1 baño,139 evaluaciones,A pie de playa,93 € ,https://www.airbnb.es/rooms/34416711?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=744439602&search_mode=flex_destinations_search&check_in=2024-04-01&check_out=2024-04-06&source_impression_id=p3_1710967122_1acfXDMkUyH4%2BF7k&previous_page_section_name=1000,"Limpieza4,6","Veracidad4,9","Llegada4,8","Comunicación4,8","Ubicación5,0","Calidad4,7","Vistas a la montañaVistas al marAcceso a la playa, primera líneaCocinaZona para trabajarAparcamiento gratuito en las instalacionesTVAscensorLavadora en el alojamiento (Gratis)No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoMostrar los 39 servicios","Hendaye, Nouvelle-Aquitaine, Francia"
-7062265094650313783,"Vista Mar,Piscina privada.4pers,Parking 30m","Alojamiento entero: apto. residencial en Biarritz, Francia",4 viajeros ·  · 1 dormitorio ·  · 3 camas ·  · 1 baño,72 evaluaciones,A pie de playa,68 € ,https://www.airbnb.es/rooms/26809958?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1021946121&search_mode=flex_destinations_search&check_in=2024-05-18&check_out=2024-05-25&source_impression_id=p3_1710967158_ZkksTdKUsCeD2HQt&previous_page_section_name=1000,"Limpieza4,8","Veracidad4,9","Llegada5,0","Comunicación5,0","Ubicación5,0","Calidad4,8","Vistas al puerto deportivoVistas al marAcceso a la playa, primera líneaCocinaWifiAparcamiento gratuito en la callePiscina: uso De uso compartido, cubierta, disponible según la temporada, disponible en un horario específicoAdmite mascotasTelevisión de alta definición de 40"" con televisión por cable estándarAscensorMostrar los 48 servicios","Biarritz, Nouvelle-Aquitaine, FranciaTodas las comodidades en torno a la vivienda. Farmacia médicos restaurantes tiendas de alimentos estanco librería panadería alquiler surf glaciar etcMostrar más"
2948049319435451112,Casa de playa - Urbanización de lujo - VALENCIA,"Alojamiento entero: vivienda en El Puig de Santa Maria, España","8 viajeros ·  · 3 dormitorios ·  · 5 camas ·  · 2,5 baños",96 evaluaciones,A pie de playa,120 € ,https://www.airbnb.es/rooms/20021232?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=468919391&search_mode=flex_destinations_search&check_in=2024-11-02&check_out=2024-11-07&source_impression_id=p3_1710967122_Sfnf4vKdJOBKBSKY&previous_page_section_name=1000,"Limpieza4,9","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación4,9","Calidad4,9","Acceso a la playa, primera líneaCocinaWifiZona para trabajarAparcamiento gratuito en las instalacionesPiscina: uso De uso compartido, Exterior, disponible según la temporada, disponible en un horario específicoAdmite mascotasTelevisión con televisión por cable estándarAscensorLavadora en el alojamiento (Gratis)Mostrar los 86 servicios","El Puig de Santa Maria, Comunidad Valenciana, EspañaValencia puede ser una ciudad de tópicos: la luz, la luna, la pólvora, la paella, las flores, las fallas. Son claves para tratar de explicar lo que, en realidad, no se puede contar con palabras. Hace falta visitar y conocer Valencia para comprobar que tradiciones centenarias conviven junto a la modernidad. Que el mar y la ciudad son compatibles. Que el verde de la huerta puede mantenerse junto a una moderna trama urbana. Que, de día y de noche, Valencia es única.Pocas ciudades como Valencia son capaces de hacer convivir tan armónicamente los restos de su pasado más remoto, datado en el año 138 a. C., con las edificaciones más innovadoras y vanguardistas que se levantan en el nuevo milenio. Valencia es comercio y cultura, cine, teatro, museos, música, negocios. Es centro de diseño internacional y de vanguardia, y una de las ciudades más activas en ferias y congresos de Europa.Por su localización geográfica, Valencia ha sido históricamente puerta de España al Mediterráneo, y cuenta con el encanto especial de las ciudades que son puerto de mar. Además, la fina arena y el agua limpia, la amplitud del mar abierto y la cercanía de las montañas litorales confieren a la costa valenciana un atractivo singular._____Mostrar más"
-8255421146008892214,Las Arenas sea front apartments,"Alojamiento entero: piso en Benidorm, España",4 viajeros ·  · 1 dormitorio ·  · 2 camas ·  · 1 baño,477 evaluaciones,A pie de playa,114 € ,https://www.airbnb.es/rooms/1079052300645097921?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1829938104&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967142_x9secqw3VlirS2S1&previous_page_section_name=1000,,,,,,,Acceso a la playaCocinaWifiAparcamiento gratuito en las instalacionesAdmite mascotasTVAscensorLavadoraNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 38 servicios,"Benidorm, Comunidad Valenciana, España"
-2390442288132293716,ESPECTACULAR PISO FRENTE AL MAR + PARKING ESS00138,"Alojamiento entero: piso en Donostia, España",4 viajeros ·  · 2 dormitorios ·  · 3 camas ·  · 2 baños,30 evaluaciones,A pie de playa,400 € ,https://www.airbnb.es/rooms/686750646965374617?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1669853536&search_mode=flex_destinations_search&check_in=2024-03-27&check_out=2024-04-01&source_impression_id=p3_1710967158_AnYHXgeYZpgbZH%2Fn&previous_page_section_name=1000,"Limpieza5,0","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación5,0","Calidad4,8","Vistas a la bahíaVistas al patioAcceso a la playa, primera líneaCocinaWifiAparcamiento gratuito en las instalacionesTelevisión con televisión por cable estándarAscensorNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 59 servicios","Donostia, Euskadi, EspañaEn un lugar único, frente a la bahía, con vistas espectaculares, con jardín y terraza, y cerca de todo.Mostrar más"
-5271111397589138026,Casa lucas,"Alojamiento entero: vivienda en Platja de Nules, España",9 viajeros ·  · 5 dormitorios ·  · 7 camas ·  · 2 baños,17 evaluaciones,A pie de playa,,https://www.airbnb.es/rooms/859026664266716374?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1617925516&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967122_LdTlyVPEoeF%2Fgzb%2B&previous_page_section_name=1000,"Limpieza4,9","Veracidad4,9","Llegada5,0","Comunicación4,9","Ubicación4,8","Calidad4,6",Vistas al patioAcceso a la playa (Público o compartido)CocinaWifiZona para trabajarAparcamiento gratuito en la calleAdmite mascotasTVNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 59 servicios,"Platja de Nules, Comunidad Valenciana, EspañaEste alojamiento, a parte de estar bien ubicado, y contar con todos los servicios básicos, ofrece la tranquilidad y el bienestar para disfrutar de unos días de relax inolvidables en esta playa de NulesMostrar más"
3965237201609976058,Apartamento de lujo nuevo en Mascarat Beach Altea,"Alojamiento entero: apto. residencial en Altea, España",4 viajeros ·  · 2 dormitorios ·  · 3 camas ·  · 2 baños,95 evaluaciones,A pie de playa,150 € ,https://www.airbnb.es/rooms/48957283?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1154896710&search_mode=flex_destinations_search&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1710967122_Iyb5M4pxNCVO49W6&previous_page_section_name=1000,"Limpieza4,9","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación4,9","Calidad5,0","Acceso a la playa, primera líneaCocinaWifiAparcamiento gratuito en las instalacionesPiscinaJacuzziSaunaTVNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 54 servicios","Altea, Comunidad Valenciana, EspañaTiene acceso directo a la playa y al puerto deportivo Campomanes. Chiringuito en la playa y restaurante pegado al mar bajo los pinos. . Deportes marinos a 200mt en le puerto, como motos de agua, kayaks,...con excursiones organizadasMostrar más"
247645787226086785,Asturiaga,"Alojamiento entero: piso en Hondarribia, España",7 viajeros ·  · 4 dormitorios ·  · 6 camas ·  · 3 baños,12 evaluaciones,A pie de playa,536 € ,https://www.airbnb.es/rooms/917185911238558021?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1693698991&search_mode=flex_destinations_search&check_in=2024-08-25&check_out=2024-09-01&source_impression_id=p3_1710967159_DWBXAIEiS6zsoLLV&previous_page_section_name=1000,"Limpieza4,7","Veracidad4,9","Llegada4,9","Comunicación4,8","Ubicación5,0","Calidad4,6",Vistas a la montañaVistas al puertoCocinaWifiTVAscensorLavadoraBañeraNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 29 servicios,"Hondarribia, Euskadi, España"
-8978065787119330319,Apartamento con terraza en la azotea frente al océano,"Alojamiento entero: piso en Biarritz, Francia",8 viajeros ·  · 4 dormitorios ·  · 6 camas ·  · 2 baños,98 evaluaciones,A pie de playa,220 € ,https://www.airbnb.es/rooms/7251850?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=138550507&search_mode=flex_destinations_search&check_in=2024-04-01&check_out=2024-04-06&source_impression_id=p3_1710967163_PQItKEvE%2Bp0IMQtf&previous_page_section_name=1000,"Limpieza4,6","Veracidad4,8","Llegada4,8","Comunicación4,8","Ubicación5,0","Calidad4,7","Vistas al perfil urbanoVistas al marAcceso a la playa, primera líneaCocinaWifiTelevisión con televisión por cable estándarLavadoraBañeraPatio o balcón (privada)No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoMostrar los 55 servicios","Biarritz, Aquitania, FranciaEstarás situado entre 2 de los hoteles más bonitos de la ciudad, a saber, el Hotel du Palais y el Sofitel.El acceso a la playa del Miramar está a pocos segundos a pie. Las tiendas del barrio de Saint-Charles están muy cerca, al igual que las bonitas tiendas, cafeterías y restaurantes del centro de la ciudad de Biarritz. Es sencillo, el lugar es ideal, muy tranquilo pero cerca de los lugares animados de Biarritz.Mostrar más"
-8673739350618338955,Urbanización El Olivar. Primera línea de playa.,"Alojamiento entero: piso en Benidorm, España",6 viajeros ·  · 2 dormitorios ·  · 4 camas ·  · 1 baño,4 evaluaciones,A pie de playa,95 € ,https://www.airbnb.es/rooms/844119881883594637?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1623711608&search_mode=flex_destinations_search&check_in=2024-04-21&check_out=2024-04-26&source_impression_id=p3_1710967159_nNsc8yLPzgs8AgUn&previous_page_section_name=1000,"Limpieza4,8","Veracidad5,0","Llegada5,0","Comunicación5,0","Ubicación5,0","Calidad5,0","Vistas al marVistas al marAcceso a la playa, primera línea (Público o compartido)CocinaWifiAparcamiento gratuito en garaje en la propiedad: 1 plazaPiscina: uso De uso compartido, Exterior, disponible según la temporada, disponible en un horario específicoTelevisión de alta definición de 43""No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 50 servicios","Benidorm, Comunidad Valenciana, EspañaMostrar más"
-2712841300948764933,"Apartamento amplio, vista AL mar, aparcamiento opcional","Alojamiento entero: piso en Donostia, España","6 viajeros ·  · 3 dormitorios ·  · 3 camas ·  · 2,5 baños",224 evaluaciones,A pie de playa,315 € ,https://www.airbnb.es/rooms/24350001?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=499114559&search_mode=flex_destinations_search&check_in=2024-05-05&check_out=2024-05-10&source_impression_id=p3_1710967162_MVS7qzvsfG5E9nGP&previous_page_section_name=1000,"Limpieza4,9","Veracidad4,9","Llegada5,0","Comunicación5,0","Ubicación5,0","Calidad4,8",Vistas al marAcceso a la playaCocinaWifiZona para trabajarTVAscensorLavadoraNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 36 servicios,"Donostia, Euskadi, EspañaEste apartamento se encuentra en la Calle Aldamar, es una de las pocas calles amplias y luminosas de la Parte Vieja.Se puede ir andando a todos los bares y restaurantes de la Parte Vieja, a la playa de La Concha y Zurriola y a la zona comercial del Centro.Mostrar más"
5144058809419706660,APARTAMENTO EN UBICACIÓN EXCLUSIVA,"Alojamiento entero: apto. residencial en Alboraia, España",4 viajeros ·  · 2 dormitorios ·  · 2 camas ·  · 1 baño,78 evaluaciones,A pie de playa,166 € ,https://www.airbnb.es/rooms/46094957?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1429673262&search_mode=flex_destinations_search&check_in=2024-06-02&check_out=2024-06-07&source_impression_id=p3_1710967163_PJGfCf6WI0i9bpy%2B&previous_page_section_name=1000,"Limpieza4,6","Veracidad4,6","Llegada4,6","Comunicación4,7","Ubicación4,8","Calidad4,5",CocinaWifiAparcamiento gratuito en las instalacionesPiscinaTVLavadoraSecadoraAire acondicionadoNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 18 servicios,"Alboraia, Comunidad Valenciana, España"
-8090531326431927251,Playa Malvarrosa 50m de la playa.Limpieza incluida,"Alojamiento entero: piso en València, España",5 viajeros ·  · 3 dormitorios ·  · 4 camas ·  · 2 baños,45 evaluaciones,A pie de playa,155 € ,https://www.airbnb.es/rooms/22941651?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=493163054&search_mode=flex_destinations_search&check_in=2024-09-08&check_out=2024-09-13&source_impression_id=p3_1710967161_OHL9cZXTKshi%2BS8e&previous_page_section_name=1000,"Limpieza4,7","Veracidad4,8","Llegada4,9","Comunicación4,8","Ubicación5,0","Calidad4,8","Acceso a la playa, primera líneaCocinaWifiAparcamiento gratuito en las instalacionesTVAscensorLavadoraAire acondicionadoNo disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo disponible: Detector de humoDetector de humoMostrar los 26 servicios","València, Comunidad Valenciana, España"
