ID,Titulo,Descripcion Simple,Evaluaciones,Tipo,Precio,URL,Limpieza,Veracidad,Llegada,Comunicacion,Ubicacion,Calidad,Localizacion,Capacidad,Camas,Baños,Dormitorios,Baño Compartido,Wifi,Mascotas,Piscina,Parking
-5271111397589138026,Casa lucas,"Alojamiento entero: vivienda en Platja de Nules, España",17.0,A pie de playa,,https://www.airbnb.es/rooms/859026664266716374?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1617925516&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967122_LdTlyVPEoeF%2Fgzb%2B&previous_page_section_name=1000,4.9,4.9,5.0,4.9,4.8,4.6,"Platja de Nules, Comunidad Valenciana, España",9.0,7.0,2.0,5.0,0,1.0,1.0,0.0,1.0
3965237201609976058,Apartamento de lujo nuevo en Mascarat Beach Altea,"Alojamiento entero: apto. residencial en Altea, España",95.0,A pie de playa,150.0,https://www.airbnb.es/rooms/48957283?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1154896710&search_mode=flex_destinations_search&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1710967122_Iyb5M4pxNCVO49W6&previous_page_section_name=1000,4.9,5.0,5.0,5.0,4.9,5.0,"Altea, Comunidad Valenciana, España",4.0,3.0,2.0,2.0,0,1.0,0.0,1.0,1.0
247645787226086785,Asturiaga,"Alojamiento entero: piso en Hondarribia, España",12.0,A pie de playa,536.0,https://www.airbnb.es/rooms/917185911238558021?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1693698991&search_mode=flex_destinations_search&check_in=2024-08-25&check_out=2024-09-01&source_impression_id=p3_1710967159_DWBXAIEiS6zsoLLV&previous_page_section_name=1000,4.7,4.9,4.9,4.8,5.0,4.6,"Hondarribia, Euskadi, España",7.0,6.0,3.0,4.0,0,1.0,0.0,0.0,0.0
-8978065787119330319,Apartamento con terraza en la azotea frente al océano,"Alojamiento entero: piso en Biarritz, Francia",98.0,A pie de playa,220.0,https://www.airbnb.es/rooms/7251850?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=138550507&search_mode=flex_destinations_search&check_in=2024-04-01&check_out=2024-04-06&source_impression_id=p3_1710967163_PQItKEvE%2Bp0IMQtf&previous_page_section_name=1000,4.6,4.8,4.8,4.8,5.0,4.7,"Biarritz, Aquitania, Francia",8.0,6.0,2.0,4.0,0,1.0,0.0,0.0,0.0
-8673739350618338955,Urbanización El Olivar. Primera línea de playa.,"Alojamiento entero: piso en Benidorm, España",4.0,A pie de playa,95.0,https://www.airbnb.es/rooms/844119881883594637?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1623711608&search_mode=flex_destinations_search&check_in=2024-04-21&check_out=2024-04-26&source_impression_id=p3_1710967159_nNsc8yLPzgs8AgUn&previous_page_section_name=1000,4.8,5.0,5.0,5.0,5.0,5.0,"Benidorm, Comunidad Valenciana, España",6.0,4.0,1.0,2.0,0,1.0,0.0,1.0,1.0
-2712841300948764933,"Apartamento amplio, vista AL mar, aparcamiento opcional","Alojamiento entero: piso en Donostia, España",224.0,A pie de playa,315.0,https://www.airbnb.es/rooms/24350001?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=499114559&search_mode=flex_destinations_search&check_in=2024-05-05&check_out=2024-05-10&source_impression_id=p3_1710967162_MVS7qzvsfG5E9nGP&previous_page_section_name=1000,4.9,4.9,5.0,5.0,5.0,4.8,"Donostia, Euskadi, España",6.0,3.0,5.0,3.0,0,1.0,0.0,0.0,0.0
5144058809419706660,APARTAMENTO EN UBICACIÓN EXCLUSIVA,"Alojamiento entero: apto. residencial en Alboraia, España",78.0,A pie de playa,166.0,https://www.airbnb.es/rooms/46094957?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1429673262&search_mode=flex_destinations_search&check_in=2024-06-02&check_out=2024-06-07&source_impression_id=p3_1710967163_PJGfCf6WI0i9bpy%2B&previous_page_section_name=1000,4.6,4.6,4.6,4.7,4.8,4.5,"Alboraia, Comunidad Valenciana, España",4.0,2.0,1.0,2.0,0,1.0,0.0,1.0,1.0
-8090531326431927251,Playa Malvarrosa 50m de la playa.Limpieza incluida,"Alojamiento entero: piso en València, España",45.0,A pie de playa,155.0,https://www.airbnb.es/rooms/22941651?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=493163054&search_mode=flex_destinations_search&check_in=2024-09-08&check_out=2024-09-13&source_impression_id=p3_1710967161_OHL9cZXTKshi%2BS8e&previous_page_section_name=1000,4.7,4.8,4.9,4.8,5.0,4.8,"València, Comunidad Valenciana, España",5.0,4.0,2.0,3.0,0,1.0,0.0,0.0,1.0
259747190064469459,Tor Maraya 3.4,"Alojamiento entero: piso en Benidorm, España",5.0,A pie de playa,107.0,https://www.airbnb.es/rooms/755589950019495455?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1523168452&search_mode=flex_destinations_search&check_in=2024-05-07&check_out=2024-05-12&source_impression_id=p3_1710967165_vosbsAT9Ba%2FkONzX&previous_page_section_name=1000,4.6,4.2,3.8,3.8,4.8,4.2,"Benidorm, Comunidad Valenciana, España",4.0,3.0,5.0,1.0,0,0.0,1.0,0.0,1.0
691667697867965088,Elegante apartamento en Altea con aire acondicionado y balcón,"Alojamiento entero: piso en Altea, España",3.0,A pie de playa,83.0,https://www.airbnb.es/rooms/1026750185959859802?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1782595754&search_mode=flex_destinations_search&check_in=2024-04-06&check_out=2024-04-11&source_impression_id=p3_1710967167_MhZ%2F3SgtrH7s4rsk&previous_page_section_name=1000,5.0,4.7,4.7,4.7,5.0,4.7,"Altea, Comunidad Valenciana, España",6.0,4.0,2.0,3.0,0,1.0,0.0,0.0,0.0
8634852476618161167,GuestReady - A un paso del Mediterráneo,"Alojamiento entero: villa en El Puig de Santa Maria, España",8.0,A pie de playa,,https://www.airbnb.es/rooms/883166590267593020?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1658984856&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967166_09S%2FOavbAzSEwrQ2&previous_page_section_name=1000,4.5,4.4,4.8,4.1,4.9,4.2,"El Puig de Santa Maria, Comunidad Valenciana, España",12.0,8.0,5.0,6.0,0,1.0,0.0,1.0,0.0
-2866766359523415879,Vacaciones al sol con WIFI (EXTRA LIMPIO),"Alojamiento entero: apto. residencial en Benidorm, España",120.0,A pie de playa,109.0,https://www.airbnb.es/rooms/14148620?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=911498871&search_mode=flex_destinations_search&check_in=2024-10-06&check_out=2024-10-11&source_impression_id=p3_1710967122_G80fZG7EnmKYdJTs&previous_page_section_name=1000,4.9,4.9,4.8,4.9,5.0,4.9,"Benidorm, Comunidad Valenciana, España",6.0,6.0,2.0,3.0,0,1.0,1.0,0.0,0.0
-6033221822469879990,ApartUP Patacona Panoramic. Wifi+AACC+PK+Piscina,"Alojamiento entero: piso en Alboraia, España",58.0,A pie de playa,216.0,https://www.airbnb.es/rooms/15056143?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=210579068&search_mode=flex_destinations_search&check_in=2024-04-03&check_out=2024-04-08&source_impression_id=p3_1710967127_uJ3uIYYjMeth4Kzf&previous_page_section_name=1000,4.8,4.9,4.9,4.9,4.8,4.7,"Alboraia, Comunidad Valenciana, España",4.0,3.0,2.0,2.0,0,1.0,0.0,1.0,1.0
4176185713587094229,Somo a 200m de la playa,"Alojamiento entero: piso en Somo, España",38.0,A pie de playa,70.0,https://www.airbnb.es/rooms/50454667?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1200870106&search_mode=flex_destinations_search&check_in=2024-04-14&check_out=2024-04-19&source_impression_id=p3_1710967167_4spPwokhx3a%2Bc6xS&previous_page_section_name=1000,4.3,4.7,4.8,4.9,4.8,4.2,"Somo, Cantabria, España",4.0,5.0,1.0,2.0,0,0.0,0.0,0.0,0.0
7090421578384454300,BONITO APARTAMENTO  PRIMERA LINEA PLAYA PATACONA,"Alojamiento entero: apto. residencial en Alboraia, España",38.0,A pie de playa,160.0,https://www.airbnb.es/rooms/33680681?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=946649716&search_mode=flex_destinations_search&check_in=2024-09-02&check_out=2024-09-08&source_impression_id=p3_1710967156_IzNw1iMgdpLZqVYy&previous_page_section_name=1000,4.9,5.0,5.0,5.0,4.9,4.9,"Alboraia, Comunidad Valenciana, España",4.0,3.0,1.0,2.0,0,1.0,0.0,1.0,1.0
-2140383734164738872,Salamanka by FeelFree Rentals,"Alojamiento entero: piso en Donostia, España",41.0,A pie de playa,209.0,https://www.airbnb.es/rooms/43706635?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1015874847&search_mode=flex_destinations_search&check_in=2024-04-03&check_out=2024-04-08&source_impression_id=p3_1710967162_j1NlzkDqqy2%2FTkkR&previous_page_section_name=1000,5.0,4.8,4.6,4.9,5.0,4.6,"Donostia, España",4.0,2.0,2.0,2.0,0,1.0,0.0,0.0,0.0
-8413519560528029828,HABITACION CONTERRAZA FRENTE AL MAR. LSS00032,"Habitación en Donostia, España",406.0,A pie de playa,,https://www.airbnb.es/rooms/6071590?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1369263655&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967127_yFhCEhQTcUX0xPed&previous_page_section_name=1000,5.0,4.9,4.9,4.9,4.8,4.9,"Donostia, Euskadi, España",,1.0,,,0,1.0,0.0,0.0,0.0
3677583094394194154,Las Arenas aparte con terraza,"Alojamiento entero: piso en Benidorm, España",477.0,A pie de playa,129.0,https://www.airbnb.es/rooms/1079047699927484265?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1829933731&search_mode=flex_destinations_search&check_in=2024-04-07&check_out=2024-04-12&source_impression_id=p3_1710967142_jbRAt9rXO5HihSFT&previous_page_section_name=1000,,,,,,,"Benidorm, Comunidad Valenciana, España",4.0,2.0,1.0,1.0,0,1.0,0.0,0.0,1.0
-1680083711841125192,Primerísima línea de mar cerca de Valencia,"Alojamiento entero: apto. residencial en Mar y Naranjo, España",25.0,A pie de playa,,https://www.airbnb.es/rooms/24886042?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=525660377&search_mode=flex_destinations_search&check_in=2024-06-30&check_out=2024-07-05&source_impression_id=p3_1710967166_98Wr5TyVM3ei0MN7&previous_page_section_name=1000,4.4,4.7,4.8,4.9,4.4,4.5,"Mar y Naranjo, Comunidad Valenciana, España",5.0,4.0,1.0,2.0,0,1.0,0.0,1.0,1.0
5856283177288116307,Muralla Roja/Serie Suite Noble/Principito/Rosa/Mar,"Alojamiento entero: piso en Calpe, España",37.0,A pie de playa,94.0,https://www.airbnb.es/rooms/834872978683380122?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1599606452&search_mode=flex_destinations_search&check_in=2024-04-08&check_out=2024-04-13&source_impression_id=p3_1710967142_dZMZh5mtyLkUVfQ8&previous_page_section_name=1000,4.8,4.9,4.9,4.9,5.0,4.7,"Calpe, Comunidad Valenciana, España",6.0,3.0,1.0,3.0,0,1.0,1.0,1.0,1.0
5805287986150705097,Loft a pie de playa entre Altea y Calpe,"Alojamiento entero: loft en Altea, España",317.0,A pie de playa,,https://www.airbnb.es/rooms/13518526?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=330008669&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967122_UK7FS%2Bn9PohfKDFm&previous_page_section_name=1000,4.8,4.9,4.9,4.9,4.8,4.8,"Altea, Comunidad Valenciana, España",4.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0
-4472797337895907864,"🏖️Bonito T4 - 68m2 en Hendaya , Parking privado, 3 Ch.","Alojamiento entero: apto. residencial en Hendaye, Francia",146.0,A pie de playa,100.0,https://www.airbnb.es/rooms/35840320?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=791897243&search_mode=flex_destinations_search&check_in=2024-04-01&check_out=2024-04-06&source_impression_id=p3_1710967161_2jD8GlEDEQTmOq4Z&previous_page_section_name=1000,4.9,5.0,5.0,5.0,4.8,4.8,"Hendaye, Nouvelle-Aquitaine, Francia",5.0,3.0,1.0,3.0,0,0.0,0.0,0.0,1.0
5480239573159473751,Maravilloso piso en inmejorable ubicación,"Alojamiento entero: piso en Santander, España",8.0,A pie de playa,,https://www.airbnb.es/rooms/834049797977560906?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1594809567&search_mode=flex_destinations_search&check_in=2024-03-21&check_out=2024-03-26&source_impression_id=p3_1710967162_h9vud%2BHVr1ZSBx%2BE&previous_page_section_name=1000,5.0,5.0,5.0,4.9,5.0,5.0,"Santander, Cantabria, España",6.0,5.0,2.0,3.0,0,1.0,1.0,0.0,0.0
-3002765929807649220,Canuta Baja,"Alojamiento entero: piso en Calp, España",4.0,A pie de playa,159.0,https://www.airbnb.es/rooms/819239640395362969?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1580959791&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967165_nvDrbtvPJg7SzIAi&previous_page_section_name=1000,3.5,4.8,4.8,3.2,4.8,4.0,"Calp, Comunidad Valenciana, España",7.0,6.0,2.0,3.0,0,1.0,0.0,1.0,0.0
-7199219767549824387,MiluiSuites Loft & Spa. Catedral. Nuevo a estrenar,"Alojamiento entero: loft en Santander, España",191.0,A pie de playa,88.0,https://www.airbnb.es/rooms/40678213?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1122025898&search_mode=flex_destinations_search&check_in=2024-04-08&check_out=2024-04-13&source_impression_id=p3_1710967122_Qw81cD58dt5Az%2FSO&previous_page_section_name=1000,4.8,4.9,4.8,4.9,5.0,4.8,"Santander, Cantabria, España",4.0,2.0,5.0,2.0,0,1.0,0.0,0.0,0.0
-3448235337731556051,"Casa frente al Mediterráneo, 5pers o 6pers","Habitación en El Grao de Castellón, España",56.0,A pie de playa,,https://www.airbnb.es/rooms/12295952?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1640191455&search_mode=flex_destinations_search&check_in=2024-03-21&check_out=2024-03-26&source_impression_id=p3_1710967122_9PJK5suh%2FGsdJQdN&previous_page_section_name=1000,5.0,5.0,5.0,5.0,5.0,5.0,"El Grao de Castellón, Comunidad Valenciana, España",,6.0,,5.0,1,1.0,0.0,0.0,1.0
-5911885070670999742,N° 180 - El océano a tus pies,"Alojamiento entero: piso en Biarritz, Francia",3.0,A pie de playa,90.0,https://www.airbnb.es/rooms/841788415525631314?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1601746371&search_mode=flex_destinations_search&check_in=2024-06-22&check_out=2024-06-29&source_impression_id=p3_1710967164_wc3QkPNzWC9lcxc6&previous_page_section_name=1000,3.7,4.0,5.0,5.0,4.7,4.0,"Biarritz, Nouvelle-Aquitaine, Francia",2.0,2.0,1.0,,0,1.0,0.0,1.0,1.0
7837536311858906475,Se alquila el MAR,"Alojamiento entero: apto. residencial en Pueblo Mascarat, España",68.0,A pie de playa,177.0,https://www.airbnb.es/rooms/52111559?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1355222331&search_mode=flex_destinations_search&check_in=2024-04-06&check_out=2024-04-11&source_impression_id=p3_1710967122_m2aVghIyOaB%2BIk9D&previous_page_section_name=1000,4.9,5.0,4.9,5.0,4.9,4.9,"Pueblo Mascarat, Altea, Alicante, Comunidad Valenciana, España",5.0,4.0,2.0,2.0,0,1.0,0.0,1.0,1.0
-3334783846902688749,Preciosa vivienda con increíbles vistas al mar !!,"Alojamiento entero: chalet en Chilches, España",18.0,A pie de playa,,https://www.airbnb.es/rooms/38327433?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1319198463&search_mode=flex_destinations_search&check_in=2024-09-08&check_out=2024-09-15&source_impression_id=p3_1710967122_ma6jJ3lE7DjOsF1s&previous_page_section_name=1000,4.9,4.8,4.9,5.0,4.9,4.9,"Chilches, Comunidad Valenciana, España",7.0,6.0,5.0,4.0,0,1.0,1.0,0.0,1.0
7024132269466493416,13 Espacio Sobre el Mar - Primera línea de Playa,"Alojamiento entero: apto. residencial en Cullera, España",17.0,A pie de playa,99.0,https://www.airbnb.es/rooms/607875724804555551?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1582337788&search_mode=flex_destinations_search&check_in=2024-04-20&check_out=2024-04-25&source_impression_id=p3_1710967122_jZZJgi%2BNZvx5uq%2Bn&previous_page_section_name=1000,4.8,5.0,5.0,4.9,4.9,4.8,"Cullera, Comunidad Valenciana, España",4.0,2.0,1.0,1.0,0,1.0,0.0,1.0,1.0
-2768484487200571578,"Precioso apartamento de 4 dormitorios, a 5 minutos de la playa.","Alojamiento entero: apto. residencial en Port de Sagunt, España",52.0,A pie de playa,149.0,https://www.airbnb.es/rooms/634784517370892565?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1408426712&search_mode=flex_destinations_search&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1710967164_GId%2FuFRLFBKTJMh9&previous_page_section_name=1000,4.5,4.8,4.8,4.9,4.7,4.5,"Port de Sagunt, Comunidad Valenciana, España",9.0,6.0,1.0,4.0,0,1.0,1.0,0.0,1.0
-2220037276737044016,Palmeras Playa Levante Primera Línea,"Alojamiento entero: piso en Benidorm, España",9.0,A pie de playa,104.0,https://www.airbnb.es/rooms/38333490?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1364593670&search_mode=flex_destinations_search&check_in=2024-05-18&check_out=2024-05-23&source_impression_id=p3_1710967166_FPjeMf0ZoOHySRu9&previous_page_section_name=1000,4.7,4.4,4.3,4.4,4.8,4.3,"Benidorm, España",4.0,4.0,1.0,2.0,0,1.0,0.0,0.0,0.0
-6750969956972175816,Apartament zona de la Goleta,"Alojamiento entero: piso en Tavernes de la Valldigna, España",14.0,A pie de playa,105.0,https://www.airbnb.es/rooms/900387821654937469?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1661099311&search_mode=flex_destinations_search&check_in=2024-06-01&check_out=2024-06-06&source_impression_id=p3_1710967162_awUCaNES4v2KP1wd&previous_page_section_name=1000,4.9,5.0,4.8,4.9,4.9,4.9,"Tavernes de la Valldigna, Comunidad Valenciana, España",6.0,,2.0,4.0,0,1.0,1.0,1.0,1.0
7972795150257873364,Duplex céntrico en primera línea de playa.,"Alojamiento entero: piso en Zarautz, España",124.0,A pie de playa,232.0,https://www.airbnb.es/rooms/17170605?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1381039083&search_mode=flex_destinations_search&check_in=2024-04-09&check_out=2024-04-14&source_impression_id=p3_1710967122_bPc4ifaskBrJb5ui&previous_page_section_name=1000,4.8,4.9,4.9,5.0,5.0,4.8,"Zarautz, Euskadi, España",6.0,5.0,3.0,3.0,0,1.0,1.0,0.0,1.0
7223318883356768382,"Playa Patacona, preciosa vista, reformado, garaje","Alojamiento entero: apto. residencial en Alboraia, España",51.0,A pie de playa,100.0,https://www.airbnb.es/rooms/50092802?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1187969062&search_mode=flex_destinations_search&check_in=2024-04-07&check_out=2024-04-12&source_impression_id=p3_1710967142_I9fnc4TgniLrAT9H&previous_page_section_name=1000,4.9,4.9,4.9,5.0,5.0,4.8,"Alboraia, Comunidad Valenciana, España",5.0,4.0,2.0,2.0,0,1.0,0.0,1.0,1.0
-1209260971154659252,Apartamento próximo al centro y playa de Comillas,"Alojamiento entero: apto. residencial en Ruilobuca, España",90.0,A pie de playa,72.0,https://www.airbnb.es/rooms/47888123?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1125207226&search_mode=flex_destinations_search&check_in=2024-04-12&check_out=2024-04-17&source_impression_id=p3_1710967162_oFtXHANU00kIpT7G&previous_page_section_name=1000,4.8,5.0,4.9,4.9,4.7,4.8,"Ruilobuca, Cantabria, España",6.0,4.0,1.0,2.0,0,1.0,1.0,0.0,1.0
-5263916195358600392,Vista mar. Netflix. Piscina y tenis. Wifi 300 MB.5,"Alojamiento entero: piso en Playa de Gandía, España",80.0,A pie de playa,112.0,https://www.airbnb.es/rooms/48078265?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1446021878&search_mode=flex_destinations_search&check_in=2024-04-30&check_out=2024-05-05&source_impression_id=p3_1710967164_AGAgyBW1PFz5scSb&previous_page_section_name=1000,4.6,4.8,4.8,4.9,4.9,4.6,"Playa de Gandía, Comunidad Valenciana, España",6.0,8.0,5.0,3.0,0,1.0,0.0,0.0,1.0
1129385519793755841,Apartamento moderno junto al mágico casco antiguo medieval,"Alojamiento entero: piso en Altea, España",38.0,A pie de playa,134.0,https://www.airbnb.es/rooms/4996587?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1031901328&search_mode=flex_destinations_search&check_in=2024-03-25&check_out=2024-03-30&source_impression_id=p3_1710967163_WfWFkbBJpLo%2BhISM&previous_page_section_name=1000,4.3,4.8,4.8,5.0,4.8,4.7,"Altea, Comunidad Valenciana, España",6.0,4.0,2.0,3.0,0,1.0,1.0,1.0,1.0
-5262623870137670053,"en el centro, directamente en la playa de arena","Alojamiento entero: piso en Benidorm, España",26.0,A pie de playa,79.0,https://www.airbnb.es/rooms/33575411?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=885042302&search_mode=flex_destinations_search&check_in=2024-04-15&check_out=2024-04-20&source_impression_id=p3_1710967164_yKKcGzbBBtcCI1xn&previous_page_section_name=1000,4.5,4.8,4.7,4.8,4.9,4.5,"Benidorm, Comunidad Valenciana, España",3.0,3.0,5.0,1.0,0,1.0,1.0,0.0,1.0
-740236525414818072,Apartamento con encanto (a 1 minuto del mar...),"Alojamiento entero: piso en Tavernes de la Valldigna, España",31.0,A pie de playa,65.0,https://www.airbnb.es/rooms/43645750?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1430872080&search_mode=flex_destinations_search&check_in=2024-05-06&check_out=2024-05-11&source_impression_id=p3_1710967161_NxSp1rEKYEcAAO9g&previous_page_section_name=1000,4.9,4.9,5.0,5.0,5.0,4.8,"Tavernes de la Valldigna, Comunidad Valenciana, España",5.0,2.0,1.0,2.0,0,1.0,0.0,0.0,1.0
1162038084588907279,COBLANCA II 3,"Alojamiento entero: piso en Benidorm, España",17.0,A pie de playa,44.0,https://www.airbnb.es/rooms/11220437?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=205440001&search_mode=flex_destinations_search&check_in=2024-03-20&check_out=2024-03-25&source_impression_id=p3_1710967167_YOal19XL37dhp7B5&previous_page_section_name=1000,3.7,4.4,4.4,4.7,5.0,4.1,"Benidorm, Comunidad Valenciana, España",4.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0
4894828663869429894,Indian Summer - Apartamento con parking en Somo,"Alojamiento entero: piso en Somo, España",28.0,A pie de playa,116.0,https://www.airbnb.es/rooms/914260263296746433?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1675673384&search_mode=flex_destinations_search&check_in=2025-01-24&check_out=2025-01-29&source_impression_id=p3_1710967162_zwNiMoPGHCV6lhpG&previous_page_section_name=1000,4.9,4.9,4.9,5.0,4.9,4.6,"Somo, Cantabria, España",2.0,2.0,1.0,1.0,0,1.0,0.0,0.0,1.0
-3873755482898572272,Apartamento de playa en Valencia,"Alojamiento entero: apto. residencial en Alboraia, España",10.0,A pie de playa,,https://www.airbnb.es/rooms/941196334398745979?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1757578925&search_mode=flex_destinations_search&check_in=2024-03-21&check_out=2024-03-26&source_impression_id=p3_1710967162_fE5O0F0xYXslHV4P&previous_page_section_name=1000,5.0,5.0,4.9,5.0,4.9,4.8,"Alboraia, Comunidad Valenciana, España",6.0,3.0,1.0,2.0,0,1.0,0.0,1.0,1.0
-6347024889859793173,Dúplex Biarritz - Vistas Gran Playa excepcional,"Alojamiento entero: loft en Biarritz, Francia",110.0,A pie de playa,280.0,https://www.airbnb.es/rooms/6770535?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=681237793&search_mode=flex_destinations_search&check_in=2024-04-06&check_out=2024-04-11&source_impression_id=p3_1710967163_QXjt2TiC%2FCqFggJE&previous_page_section_name=1000,4.3,4.6,4.8,4.8,5.0,4.3,"Biarritz, Aquitania, Francia",6.0,4.0,5.0,3.0,0,1.0,0.0,1.0,1.0
8577020503343079290,Cómodo y acogedor en 1a línea de playa (2 hab),"Alojamiento entero: piso en Gandia, España",4.0,A pie de playa,81.0,https://www.airbnb.es/rooms/928829687902040195?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1690655373&search_mode=flex_destinations_search&check_in=2024-04-27&check_out=2024-05-02&source_impression_id=p3_1710967159_UXoorW%2F2031EeZXM&previous_page_section_name=1000,4.8,5.0,4.8,5.0,5.0,4.8,"Gandia, Comunidad Valenciana, España",4.0,5.0,1.0,2.0,0,1.0,0.0,1.0,1.0
5567285846388163364,Los Ranchos 4-3 Apartment Levante Beach,"Alojamiento entero: piso en Benidorm, España",13.0,A pie de playa,124.0,https://www.airbnb.es/rooms/855132021144632557?adults=1&category_tag=Tag%3A789&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1614079253&search_mode=flex_destinations_search&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1710967165_iReIvjc%2BP9zKA3gH&previous_page_section_name=1000,4.7,4.8,3.9,4.5,4.7,4.5,"Benidorm, Comunidad Valenciana, España",5.0,4.0,2.0,2.0,0,1.0,0.0,0.0,1.0
